state,constituency,candidate_name,party,num_votes,total_votes,perc_votes,rank,won
Andhra Pradesh,Gannavaram,NELAPUDI STALIN BABU,Telugu Desam,45166,156212,0.2891,2,0
Andhra Pradesh,Gannavaram,PAMULA RAJESWARI DEVI,Janasena Party,36259,156212,0.2321,3,0
Andhra Pradesh,Gannavaram,NOTA,None of the Above,2470,156212,0.0158,4,0
Andhra Pradesh,Gannavaram,KOLLI SURYA RAO,Bharatiya Janata Party,1385,156212,0.0089,5,0
Andhra Pradesh,Gannavaram,CHINNAM RAMESH BABU,Independent,1059,156212,0.0068,6,0
Andhra Pradesh,Gannavaram,MULAPARTHI MOHANA RAO,Indian National Congress,1010,156212,0.0065,7,0
Andhra Pradesh,Gannavaram,MAKEY DAVY PRASAD,Independent,483,156212,0.0031,8,0
Andhra Pradesh,Gannavaram,RAVI KUMAR BEERA,Independent,438,156212,0.0028,9,0
Andhra Pradesh,Gannavaram,MADDELA VERA VENKATA SATYANARAYANA,India Praja Bandhu Party,344,156212,0.0022,10,0
Andhra Pradesh,Gannavaram,KHANDAVALLI SURENDRA,Pyramid Party of India,225,156212,0.0014,11,0
Andhra Pradesh,Kothapeta,CHIRLA JAGGIREDDY,Yuvajana Sramika Rythu Congress Party,82645,203938,0.4052,1,1
Andhra Pradesh,Kothapeta,BANDARU SATYANANDA RAO,Telugu Desam,78607,203938,0.3854,2,0
Andhra Pradesh,Kothapeta,BANDARU SRINIVAS RAO,Janasena Party,35833,203938,0.1757,3,0
Andhra Pradesh,Kothapeta,NOTA,None of the Above,1996,203938,0.0098,4,0
Andhra Pradesh,Kothapeta,PONUGUPATI SRINIVASU,Independent,1291,203938,0.0063,5,0
Andhra Pradesh,Kothapeta,P. SATYANANDAM,Bharatiya Janata Party,1198,203938,0.0059,6,0
Andhra Pradesh,Kothapeta,MUSHINI RAMAKRISHNA RAO,Indian National Congress,1007,203938,0.0049,7,0
Andhra Pradesh,Kothapeta,RAYUDU CHANDRA SEKHAR,Independent,322,203938,0.0016,8,0
Andhra Pradesh,Kothapeta,SALADI VEERA VENKATA DURGA SATYANARAYANA MURTHY,Praja Shanthi Party,282,203938,0.0014,9,0
Andhra Pradesh,Kothapeta,PAVULURI VENKATRAO,Independent,256,203938,0.0013,10,0
Andhra Pradesh,Kothapeta,MERLA SASTRULU,Independent,275,203938,0.0013,11,0
Andhra Pradesh,Kothapeta,KAPA KALYAN,Republican Party of India (A),226,203938,0.0011,12,0
Andhra Pradesh,Mandapeta,JOGESWARA RAO. V,Telugu Desam,78029,186429,0.4185,1,1
Andhra Pradesh,Mandapeta,PILLI SUBHAS CHANDRA BOSE,Yuvajana Sramika Rythu Congress Party,67429,186429,0.3617,2,0
Andhra Pradesh,Mandapeta,LEELA KRISHNA VEGULLA,Janasena Party,35173,186429,0.1887,3,0
Andhra Pradesh,Mandapeta,NOTA,None of the Above,1584,186429,0.0085,4,0
Andhra Pradesh,Mandapeta,KAMANA PRABHAKARARAO,Indian National Congress,1068,186429,0.0057,5,0
Andhra Pradesh,Mandapeta,KONA. SATYANARAYANA .,Bharatiya Janata Party,1005,186429,0.0054,6,0
Andhra Pradesh,Mandapeta,DASI ESWARARAO,Independent,740,186429,0.004,7,0
Andhra Pradesh,Mandapeta,NALLAMILLI VIJAYA BHASKARA REDDY,Pyramid Party of India,506,186429,0.0027,8,0
Andhra Pradesh,Mandapeta,SATYANARAYANA MARNI,Independent,339,186429,0.0018,9,0
Andhra Pradesh,Mandapeta,MANDAPALLI. RAVI,Independent,214,186429,0.0011,10,0
Andhra Pradesh,Mandapeta,KONA SURYA BHASKARA RAO,Independent,194,186429,0.001,11,0
Andhra Pradesh,Mandapeta,GUTTULA SRINIVASU,Independent,148,186429,0.0008,12,0
Andhra Pradesh,Rajanagaram,JAKKAMPUDI RAJA,Yuvajana Sramika Rythu Congress Party,90680,176785,0.5129,1,1
Andhra Pradesh,Rajanagaram,PENDURTHI VENKATESH,Telugu Desam,58908,176785,0.3332,2,0
Andhra Pradesh,Rajanagaram,RAYAPUREDDY PRASAD(CHINNA),Janasena Party,20847,176785,0.1179,3,0
Andhra Pradesh,Rajanagaram,NOTA,None of the Above,2200,176785,0.0124,4,0
Andhra Pradesh,Rajanagaram,SODADASI MARTIN LUTHER,Indian National Congress,1394,176785,0.0079,5,0
Andhra Pradesh,Rajanagaram,A.P.R.CHOWDARY,Bharatiya Janata Party,977,176785,0.0055,6,0
Andhra Pradesh,Rajanagaram,KOTHAPALLI BHASKARA RAMAM,Rashtriya Praja Congress  (Secular),327,176785,0.0018,7,0
Andhra Pradesh,Rajanagaram,PALIVELA VERABABU,Independent,293,176785,0.0017,8,0
Andhra Pradesh,Rajanagaram,BURIGA YESUDAS(EX-SERVICE MAN),Ambedkarite Party of India,275,176785,0.0016,9,0
Andhra Pradesh,Rajanagaram,JAJULA SATHIBABU,Praja Shanthi Party,267,176785,0.0015,10,0
Andhra Pradesh,Rajanagaram,NUNNA MOHANRAO CHOWDARY,Independent,230,176785,0.0013,11,0
Andhra Pradesh,Rajanagaram,CHANDRAMALLA RADHA RANI,Mundadugu Praja Party,216,176785,0.0012,12,0
Andhra Pradesh,Rajanagaram,PUSALA SITA RAMBABU,Pyramid Party of India,171,176785,0.001,13,0
Andhra Pradesh,Rajahmundry City,ADIREDDY BHAVANI,Telugu Desam,83702,167604,0.4994,1,1
Andhra Pradesh,Rajahmundry City,ROUTHU SURYA PRAKASA RAO,Yuvajana Sramika Rythu Congress Party,53637,167604,0.32,2,0
Andhra Pradesh,Rajahmundry City,ANUSRI SATYANARAYANA,Janasena Party,23096,167604,0.1378,3,0
Andhra Pradesh,Rajahmundry City,BOMMULA DATTU,Bharatiya Janata Party,3003,167604,0.0179,4,0
Andhra Pradesh,Rajahmundry City,BODA VENKAT,Indian National Congress,1903,167604,0.0114,5,0
Andhra Pradesh,Rajahmundry City,NOTA,None of the Above,1369,167604,0.0082,6,0
Andhra Pradesh,Rajahmundry City,MEDA SRINIVASARAO,Rashtriya Praja Congress  (Secular),214,167604,0.0013,7,0
Andhra Pradesh,Rajahmundry City,NUNNA MOHANRAO CHOWDARY,Independent,210,167604,0.0013,8,0
Andhra Pradesh,Rajahmundry City,NUNNAM RAMAKRISHNA,Independent,166,167604,0.001,9,0
Andhra Pradesh,Rajahmundry City,CHEKURI SAIRAJU,Pyramid Party of India,129,167604,0.0008,10,0
Andhra Pradesh,Rajahmundry City,PULAGURTHA DOSALA RAJU,Mundadugu Praja Party,84,167604,0.0005,11,0
Andhra Pradesh,Rajahmundry City,KANDAVALLI SOLOMON RAJU (SALMAN),Independent,91,167604,0.0005,12,0
Andhra Pradesh,Rajamundry Rural,Gorantla Butchaiah Choudary,Telugu Desam,74166,188827,0.3928,1,1
Andhra Pradesh,Rajamundry Rural,AKULA VEERRAJU,Yuvajana Sramika Rythu Congress Party,63762,188827,0.3377,2,0
Andhra Pradesh,Rajamundry Rural,KANDULA DURGESH,Janasena Party,42685,188827,0.2261,3,0
Andhra Pradesh,Rajamundry Rural,RAYUDU RAJAVALLI,Indian National Congress,1948,188827,0.0103,4,0
Andhra Pradesh,Rajamundry Rural,NOTA,None of the Above,1621,188827,0.0086,5,0
Andhra Pradesh,Rajamundry Rural,AKULA SRIDHAR,Bharatiya Janata Party,1558,188827,0.0083,6,0
Andhra Pradesh,Rajamundry Rural,KONTHAM DURGA PRASAD,Dalita Bahujana Party,1091,188827,0.0058,7,0
Andhra Pradesh,Rajamundry Rural,KADALI VENKATESWARA RAO,Independent,847,188827,0.0045,8,0
Andhra Pradesh,Rajamundry Rural,DODDA SRINIVASA RAO,Jana Jagruti Party,251,188827,0.0013,9,0
Andhra Pradesh,Rajamundry Rural,VENKATESHWARA RAO GALI,Independent,224,188827,0.0012,10,0
Andhra Pradesh,Rajamundry Rural,GOLLAPALLI ATCHUTH KUMAR,Independent,172,188827,0.0009,11,0
Andhra Pradesh,Rajamundry Rural,VIJAYADURGA KASINADHUNI,Pyramid Party of India,127,188827,0.0007,12,0
Andhra Pradesh,Rajamundry Rural,KIRAN KUMAR GUNIPE,Independent,135,188827,0.0007,13,0
Andhra Pradesh,Rajamundry Rural,P V L PRASANNA KUMARI,Mundadugu Praja Party,122,188827,0.0006,14,0
Andhra Pradesh,Rajamundry Rural,RICHMOND CAREY KOLLABATHULA,Welfare Party Of India,118,188827,0.0006,15,0
Andhra Pradesh,Jaggampeta,Jyothula Naga Veera Venkata Vishnu Satya Marthanda Rao,Yuvajana Sramika Rythu Congress Party,93496,181127,0.5162,1,1
Andhra Pradesh,Jaggampeta,JYOTHULA VENKATA APPARAO,Telugu Desam,70131,181127,0.3872,2,0
Andhra Pradesh,Jaggampeta,PATAMSETTI SURYA CHANDRA,Janasena Party,10649,181127,0.0588,3,0
Andhra Pradesh,Jaggampeta,NOTA,None of the Above,3016,181127,0.0167,4,0
Andhra Pradesh,Jaggampeta,MAROTHI VEERA VENKATA GANESWARA RAO,Indian National Congress,1052,181127,0.0058,5,0
Andhra Pradesh,Jaggampeta,SRIVATSAVAYA LAXMI SURYA NARAYANA RAJU,Bharatiya Janata Party,686,181127,0.0038,6,0
Andhra Pradesh,Jaggampeta,BODDETI APPARAO,Samaanya Praja Party,586,181127,0.0032,7,0
Andhra Pradesh,Jaggampeta,MUPPIDI JOHN KENNEDY,Praja Shanthi Party,511,181127,0.0028,8,0
Andhra Pradesh,Jaggampeta,SANA LOKESWARARAO,Pyramid Party of India,346,181127,0.0019,9,0
Andhra Pradesh,Jaggampeta,JAGGAMPUDI RAJUBABU,Communist Party of India  (Marxist-Leninist)  (Liberation),230,181127,0.0013,10,0
Andhra Pradesh,Jaggampeta,PALURI GANAPATHI,Mundadugu Praja Party,231,181127,0.0013,11,0
Andhra Pradesh,Jaggampeta,JUTHUKA NAGESWARARAO,Republican Party of India,193,181127,0.0011,12,0
Andhra Pradesh,Rampachodavaram,NAGULAPALLI DHANALAKSHMI.,Yuvajana Sramika Rythu Congress Party,98318,201807,0.4872,1,1
Andhra Pradesh,Rampachodavaram,VANTHALA RAJESWARI,Telugu Desam,59212,201807,0.2934,2,0
Andhra Pradesh,Rampachodavaram,RAJAIAH. SUNNAM,Communist Party of India  (Marxist),18182,201807,0.0901,3,0
Andhra Pradesh,Rampachodavaram,GONDI BALAIAH,Indian National Congress,5013,201807,0.0248,4,0
Andhra Pradesh,Rampachodavaram,NOTA,None of the Above,4453,201807,0.0221,5,0
Andhra Pradesh,Rampachodavaram,KUNJAM. V. V. S. N. DORA.,Independent,3703,201807,0.0183,6,0
Andhra Pradesh,Rampachodavaram,PALLALA. LATCHI REDDY,Independent,2794,201807,0.0138,7,0
Andhra Pradesh,Rampachodavaram,PALLALA. RAJAKUMAR REDDY,Independent,2273,201807,0.0113,8,0
Andhra Pradesh,Rampachodavaram,TURSAM SUBBA RAO,Bharatiya Janata Party,1986,201807,0.0098,9,0
Andhra Pradesh,Rampachodavaram,KOMARAM PURNA RADHA KRISHNA PHANEESWARI.,Independent,1458,201807,0.0072,10,0
Andhra Pradesh,Rampachodavaram,PARASIKKA PRAKHASH RAO,Independent,962,201807,0.0048,11,0
Andhra Pradesh,Rampachodavaram,KUNJA SRINU,Independent,847,201807,0.0042,12,0
Andhra Pradesh,Rampachodavaram,JULUVA. YETHI RAJULU,Independent,833,201807,0.0041,13,0
Andhra Pradesh,Rampachodavaram,KODI. SUJATHA,Independent,742,201807,0.0037,14,0
Andhra Pradesh,Rampachodavaram,GADA PARVATHI,Pyramid Party of India,527,201807,0.0026,15,0
Andhra Pradesh,Rampachodavaram,SOMALA KUSALA,Communist Party of India  (Marxist-Leninist)  (Liberation),504,201807,0.0025,16,0
Andhra Pradesh,Kovvur,TANETI VANITA,Yuvajana Sramika Rythu Congress Party,79892,152611,0.5235,1,1
Andhra Pradesh,Kovvur,ANITHA VANGALAPUDI,Telugu Desam,54644,152611,0.3581,2,0
Andhra Pradesh,Kovvur,RAVI KUMAR MURTHY TAMBALLAPALLI,Bahujan Samaj Party,11677,152611,0.0765,3,0
Andhra Pradesh,Kovvur,NOTA,None of the Above,2165,152611,0.0142,4,0
Andhra Pradesh,Kovvur,ARIGELA.ARUNA KUMARI,Indian National Congress,1438,152611,0.0094,5,0
Andhra Pradesh,Kovvur,BUSI SURENDRANADH BENARJI,Bharatiya Janata Party,1140,152611,0.0075,6,0
Andhra Pradesh,Kovvur,ETHAKOTA SAILA,Jana Jagruti Party,485,152611,0.0032,7,0
Andhra Pradesh,Kovvur,BONTA SYAM RAVI PRAKASH,India Praja Bandhu Party,320,152611,0.0021,8,0
Andhra Pradesh,Kovvur,G.V.R.,Independent,272,152611,0.0018,9,0
Andhra Pradesh,Kovvur,JALEM MANOHAR,Independent,253,152611,0.0017,10,0
Andhra Pradesh,Kovvur,KOKKIRIPATI.CHINABABU,Independent,193,152611,0.0013,11,0
Andhra Pradesh,Kovvur,KVK,Independent,132,152611,0.0009,12,0
Andhra Pradesh,Nidadavole,G. Srinivas Naidu,Yuvajana Sramika Rythu Congress Party,81001,168096,0.4819,1,1
Andhra Pradesh,Nidadavole,Burugupalli Sesharao,Telugu Desam,59313,168096,0.3529,2,0
Andhra Pradesh,Nidadavole,Atikala Naga Venkata Kusumanjali Ramya Sri,Janasena Party,23073,168096,0.1373,3,0
Andhra Pradesh,Nidadavole,NOTA,None of the Above,1693,168096,0.0101,4,0
Andhra Pradesh,Nidadavole,Lingampalli Venkateswararao,Bharatiya Janata Party,1012,168096,0.006,5,0
Andhra Pradesh,Nidadavole,Peddireddy Subbarao,Indian National Congress,954,168096,0.0057,6,0
Andhra Pradesh,Nidadavole,Chitturi Suryanarayana,Independent,239,168096,0.0014,7,0
Andhra Pradesh,Nidadavole,Shaik Asif,Independent,227,168096,0.0014,8,0
Andhra Pradesh,Nidadavole,Annavara Prasad Mukkamala,Pyramid Party of India,221,168096,0.0013,9,0
Andhra Pradesh,Nidadavole,Gudapati Srinivasu,Praja Shanthi Party,185,168096,0.0011,10,0
Andhra Pradesh,Nidadavole,J.N.V.S. Prakash,Independent,178,168096,0.0011,11,0
Andhra Pradesh,Achanta,CHERUKUVADA SRIRANGANADHA RAJU,Yuvajana Sramika Rythu Congress Party,66494,138747,0.4792,1,1
Andhra Pradesh,Achanta,SATYANARAYANA PITHANI,Telugu Desam,53608,138747,0.3864,2,0
Andhra Pradesh,Achanta,JAVVADI VIJAY VENKATRAM,Janasena Party,13993,138747,0.1009,3,0
Andhra Pradesh,Achanta,NOTA,None of the Above,1453,138747,0.0105,4,0
Andhra Pradesh,Achanta,Nekkanti Venkata Satyanarayana (Satish),Indian National Congress,1194,138747,0.0086,5,0
Andhra Pradesh,Achanta,Yedida Kodanda Chakrapani,Bharatiya Janata Party,650,138747,0.0047,6,0
Andhra Pradesh,Achanta,Nanneti Pushpa Raju,Independent,283,138747,0.002,7,0
Andhra Pradesh,Achanta,PALINGI.KANAKA RATNAM,Independent,228,138747,0.0016,8,0
Andhra Pradesh,Achanta,SIKILE RATNA RAJU,Independent,191,138747,0.0014,9,0
Andhra Pradesh,Achanta,CHERUKUVADA VENKATA RAO,Independent,175,138747,0.0013,10,0
Andhra Pradesh,Achanta,NEKKANTI ANITHA,Pyramid Party of India,136,138747,0.001,11,0
Andhra Pradesh,Achanta,Srivyshnava Rao Murali Nakka,Independent,145,138747,0.001,12,0
Andhra Pradesh,Achanta,GOTTUMUKKALA SHIVAJI (“KING”),Independent,105,138747,0.0008,13,0
Andhra Pradesh,Achanta,KARRI NAGA SATYANARAYANA REDDY,Independent,92,138747,0.0007,14,0
Andhra Pradesh,Palacole,DR. NIMMALA RAMANAIDU,Telugu Desam,67549,156421,0.4318,1,1
Andhra Pradesh,Palacole,Dr. SATYANARAYANA MURTY CHAVATAPALLI @Dr.BABJI,Yuvajana Sramika Rythu Congress Party,49740,156421,0.318,2,0
Andhra Pradesh,Palacole,GUNNAM NARASIMHA NAGENDRA RAO (GUNNAM NAGABABU),Janasena Party,32984,156421,0.2109,3,0
Andhra Pradesh,Palacole,PONNAPALLI RAMA SACHITHANAND,Samajwadi Party,1299,156421,0.0083,4,0
Andhra Pradesh,Palacole,NOTA,None of the Above,1170,156421,0.0075,5,0
Andhra Pradesh,Palacole,SATYANARAYANA (BABJI) VARDHINEEDI,Indian National Congress,1067,156421,0.0068,6,0
Andhra Pradesh,Palacole,RAVURI LAKSHMANA SWAMY (SUDHA),Bharatiya Janata Party,975,156421,0.0062,7,0
Andhra Pradesh,Palacole,PALAPARTHI JOHNSON,Independent,695,156421,0.0044,8,0
Andhra Pradesh,Palacole,GAMPALA MALLIKARJUNA RAO,Pyramid Party of India,255,156421,0.0016,9,0
Andhra Pradesh,Palacole,ADABALA SATEESH,Independent,152,156421,0.001,10,0
Andhra Pradesh,Palacole,MEDIDHI RAJA BABU,Independent,159,156421,0.001,11,0
Andhra Pradesh,Palacole,SRINIVAS MANDELA,Independent,151,156421,0.001,12,0
Andhra Pradesh,Palacole,NAVUDURI NARASIMHA RAO,Independent,119,156421,0.0008,13,0
Andhra Pradesh,Palacole,GOTTUMUKKALA SHIVAJI,Independent,106,156421,0.0007,14,0
Andhra Pradesh,Narasapuram,MUDUNURI PRASADA RAJU,Yuvajana Sramika Rythu Congress Party,55556,136556,0.4068,1,1
Andhra Pradesh,Narasapuram,BOMMIDI. NAYAKER,Janasena Party,49120,136556,0.3597,2,0
Andhra Pradesh,Narasapuram,BANDARU MADHAVA NAIDU,Telugu Desam,27059,136556,0.1982,3,0
Andhra Pradesh,Narasapuram,NOTA,None of the Above,1143,136556,0.0084,4,0
Andhra Pradesh,Narasapuram,BOMMIDI RAVI SRINIVAS,Indian National Congress,728,136556,0.0053,5,0
Andhra Pradesh,Narasapuram,PULAPARTHI VENKATESWARA RAO,Bharatiya Janata Party,560,136556,0.0041,6,0
Andhra Pradesh,Narasapuram,GADI RAVI,Independent,472,136556,0.0035,7,0
Andhra Pradesh,Narasapuram,NALLI RAJESH,Independent,448,136556,0.0033,8,0
Andhra Pradesh,Narasapuram,K. A. PAUL,Praja Shanthi Party,281,136556,0.0021,9,0
Andhra Pradesh,Narasapuram,GOOTI DURGARAO,Pyramid Party of India,227,136556,0.0017,10,0
Andhra Pradesh,Narasapuram,GOLLA VIJAYABABU,Independent,224,136556,0.0016,11,0
Andhra Pradesh,Narasapuram,T. RAJESH BABU,Samajwadi Party,203,136556,0.0015,12,0
Andhra Pradesh,Narasapuram,METLA RAMANJANEYULU,Independent,201,136556,0.0015,13,0
Andhra Pradesh,Narasapuram,NALLI RAJA BABU,Nava Samaj Party,179,136556,0.0013,14,0
Andhra Pradesh,Narasapuram,KADALI VENKATA LAKSHMI,Independent,155,136556,0.0011,15,0
Andhra Pradesh,Bhimavaram,GRANDHI SRINIVAS,Yuvajana Sramika Rythu Congress Party,70642,192061,0.3678,1,1
Andhra Pradesh,Bhimavaram,PAWAN KALYAN KONIDALA,Janasena Party,62285,192061,0.3243,2,0
Andhra Pradesh,Bhimavaram,RAMANJANEYULU PULAPARTHI (ANJIBABU),Telugu Desam,54037,192061,0.2814,3,0
Andhra Pradesh,Bhimavaram,NOTA,None of the Above,1492,192061,0.0078,4,0
Andhra Pradesh,Bhimavaram,KAAYITHA SURENDRA,Bharatiya Janata Party,976,192061,0.0051,5,0
Andhra Pradesh,Bhimavaram,ADDANKI DORA BABU,Indian National Congress,894,192061,0.0047,6,0
Andhra Pradesh,Bhimavaram,MAMIDI SIVA KUMAR,Independent,470,192061,0.0024,7,0
Andhra Pradesh,Bhimavaram,MOHANDAS KARAMCHAND GANDHI KANCHERLA,Pyramid Party of India,237,192061,0.0012,8,0
Andhra Pradesh,Bhimavaram,NALLI RAJESH,Independent,222,192061,0.0012,9,0
Andhra Pradesh,Bhimavaram,SANTHOSH KUMAR PENTAPATI,Independent,188,192061,0.001,10,0
Andhra Pradesh,Bhimavaram,SRINIVAS BONTHU,India Praja Bandhu Party,165,192061,0.0009,11,0
Andhra Pradesh,Bhimavaram,Dr. JALLI VENKATESH,Independent,151,192061,0.0008,12,0
Andhra Pradesh,Bhimavaram,PAWAN KUMAR POLISETTY,Independent,152,192061,0.0008,13,0
Andhra Pradesh,Bhimavaram,RAISINGSUN GANAPUREDDY,Independent,150,192061,0.0008,14,0
Andhra Pradesh,Undi,MANTENA RAMARAJU,Telugu Desam,82730,186077,0.4446,1,1
Andhra Pradesh,Undi,P V L Narasimha Raju,Yuvajana Sramika Rythu Congress Party,71781,186077,0.3858,2,0
Andhra Pradesh,Undi,Bhupathiraju Balaram,Communist Party of India  (Marxist),24737,186077,0.1329,3,0
Andhra Pradesh,Undi,Gadhiraju Latchiraju,Indian National Congress,1942,186077,0.0104,4,0
Andhra Pradesh,Undi,NOTA,None of the Above,1885,186077,0.0101,5,0
Andhra Pradesh,Undi,Alluri Venkata Satyanarayana Raju,Bharatiya Janata Party,1159,186077,0.0062,6,0
Andhra Pradesh,Undi,John Raju Daiva Vani Merugu,India Praja Bandhu Party,498,186077,0.0027,7,0
Andhra Pradesh,Undi,Pallem Yesu Ratnam,Independent,493,186077,0.0026,8,0
Andhra Pradesh,Undi,PRODDUVAKA RAJKUMAR,Independent,487,186077,0.0026,9,0
Andhra Pradesh,Undi,Rudraraju Kasi Annapurna,Republican Party of India (A),201,186077,0.0011,10,0
Andhra Pradesh,Undi,Satish Chandra Kumar Alluri,Pyramid Party of India,164,186077,0.0009,11,0
Andhra Pradesh,TANUKU,KARUMURI VENKATA NAGESWARA RAO,Yuvajana Sramika Rythu Congress Party,75975,188494,0.4031,1,1
Andhra Pradesh,TANUKU,ARIMILLI RADHA KRISHNA,Telugu Desam,73780,188494,0.3914,2,0
Andhra Pradesh,TANUKU,PASUPULETI VENKATA RAMARAO,Janasena Party,31961,188494,0.1696,3,0
Andhra Pradesh,TANUKU,NOTA,None of the Above,1885,188494,0.01,4,0
Andhra Pradesh,TANUKU,MALLINA VENKATA RADHAKRISHNA RAO,Bharatiya Janata Party,1262,188494,0.0067,5,0
Andhra Pradesh,TANUKU,BOKKA BHASKARA RAO,Indian National Congress,1075,188494,0.0057,6,0
Andhra Pradesh,TANUKU,GULIPILLI SRINIVASA RAO,Independent,925,188494,0.0049,7,0
Andhra Pradesh,TANUKU,BEZAWADA RAMA SURYA RAO,Independent,577,188494,0.0031,8,0
Andhra Pradesh,TANUKU,MALLINA JANARDHANA RAO,Independent,339,188494,0.0018,9,0
Andhra Pradesh,TANUKU,AKKINA BAPINEEDU,Independent,252,188494,0.0013,10,0
Andhra Pradesh,TANUKU,GANNAMANI RAMAKRISHNA,Independent,161,188494,0.0009,11,0
Andhra Pradesh,TANUKU,CHEGONDI HARIBABU,Independent,144,188494,0.0008,12,0
Andhra Pradesh,TANUKU,POLISETTY SRINIVASA RAO,Independent,158,188494,0.0008,13,0
Andhra Pradesh,Tadepalligudem,KOTTU SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,70741,167760,0.4217,1,1
Andhra Pradesh,Tadepalligudem,ELI VENKATA MADHUSUDHANARAO,Telugu Desam,54275,167760,0.3235,2,0
Andhra Pradesh,Tadepalligudem,BOLISETTI SRINIVASARAO,Janasena Party,36197,167760,0.2158,3,0
Andhra Pradesh,Tadepalligudem,NOTA,None of the Above,1789,167760,0.0107,4,0
Andhra Pradesh,Tadepalligudem,GATTIM MANIKYALARAO,Bharatiya Janata Party,1580,167760,0.0094,5,0
Andhra Pradesh,Tadepalligudem,MARNEEDI SEKHAR,Indian National Congress,962,167760,0.0057,6,0
Andhra Pradesh,Tadepalligudem,MARAPATLA RAJU,Republican Party of India,677,167760,0.004,7,0
Andhra Pradesh,Tadepalligudem,VEGI SATYANARAYANA,Independent,329,167760,0.002,8,0
Andhra Pradesh,Tadepalligudem,SIRIVARAPU SIMHACHALAM,Independent,287,167760,0.0017,9,0
Andhra Pradesh,Tadepalligudem,SRIRAMULA NAGESWARARAO,Independent,225,167760,0.0013,10,0
Andhra Pradesh,Tadepalligudem,PYBOINA HANUPAM VEER,Independent,203,167760,0.0012,11,0
Andhra Pradesh,Tadepalligudem,TATAVARTHI VENKATA SOMESWARARAO,Pyramid Party of India,191,167760,0.0011,12,0
Andhra Pradesh,Tadepalligudem,PALAPARTHI VEERA VENKATA SATYANARAYANA,Independent,157,167760,0.0009,13,0
Andhra Pradesh,Tadepalligudem,BUSANABOYINA ANJANEYULU,Independent,147,167760,0.0009,14,0
Andhra Pradesh,Unguturu,Puppala Srinivasarao,Yuvajana Sramika Rythu Congress Party,94621,173841,0.5443,1,1
Andhra Pradesh,Unguturu,Ganni Veeranjaneyulu,Telugu Desam,61468,173841,0.3536,2,0
Andhra Pradesh,Unguturu,NOWDU VENKATA RAMANA,Janasena Party,10721,173841,0.0617,3,0
Andhra Pradesh,Unguturu,INTI UDAYA BHASKARARAO,Bharatiya Janata Party,2381,173841,0.0137,4,0
Andhra Pradesh,Unguturu,NOTA,None of the Above,2321,173841,0.0134,5,0
Andhra Pradesh,Unguturu,Hari Kumara Raju Pathapati,Indian National Congress,1535,173841,0.0088,6,0
Andhra Pradesh,Unguturu,VUDATALA SRINIVASARAO,Independent,365,173841,0.0021,7,0
Andhra Pradesh,Unguturu,GEDDAM NAGA VIGNESWARA RAO,Nava Samaj Party,221,173841,0.0013,8,0
Andhra Pradesh,Unguturu,VUPPALA SRINIVAS,Independent,208,173841,0.0012,9,0
Andhra Pradesh,Denduluru,ABBAYA CHOWDARY KOTHARI,Yuvajana Sramika Rythu Congress Party,96142,186989,0.5142,1,1
Andhra Pradesh,Denduluru,CHINTHAMANENI PRABHAKAR,Telugu Desam,78683,186989,0.4208,2,0
Andhra Pradesh,Denduluru,GHANTASALA VENKATA LAKSHMI,Janasena Party,6016,186989,0.0322,3,0
Andhra Pradesh,Denduluru,NOTA,None of the Above,2546,186989,0.0136,4,0
Andhra Pradesh,Denduluru,DOPPALAPUDI VENKATA RAMA KRISHNA CHOWDARY,Indian National Congress,1213,186989,0.0065,5,0
Andhra Pradesh,Denduluru,KOMMINA AGASTEEN,Independent,698,186989,0.0037,6,0
Andhra Pradesh,Denduluru,BALAKRISHNA YALAMARTHI,Bharatiya Janata Party,524,186989,0.0028,7,0
Andhra Pradesh,Denduluru,KONGARA RAMESH,Independent,344,186989,0.0018,8,0
Andhra Pradesh,Denduluru,AADHI SRIMANNARAYANA CHALLAGOLLA,Praja Shanthi Party,234,186989,0.0013,9,0
Andhra Pradesh,Denduluru,ADAM DEVARAPALLI,Independent,183,186989,0.001,10,0
Andhra Pradesh,Denduluru,CHANDRA MOULI UDARAGONDI,Nava Samaj Party,148,186989,0.0008,11,0
Andhra Pradesh,Denduluru,BUDDULA ANITHA,India Praja Bandhu Party,139,186989,0.0007,12,0
Andhra Pradesh,Denduluru,MEKA VENKATESWARA RAO,Pyramid Party of India,119,186989,0.0006,13,0
Andhra Pradesh,Eluru,ALLA KALI KRISHNA SRINIVAS,Yuvajana Sramika Rythu Congress Party,72247,161511,0.4473,1,1
Andhra Pradesh,Eluru,BADETI KOTA RAMA RAO,Telugu Desam,68175,161511,0.4221,2,0
Andhra Pradesh,Eluru,APPALA NAIDU REDDY,Janasena Party,16681,161511,0.1033,3,0
Andhra Pradesh,Eluru,NOTA,None of the Above,1524,161511,0.0094,4,0
Andhra Pradesh,Eluru,RAJANALA RAMAMOHANA RAO,Indian National Congress,1428,161511,0.0088,5,0
Andhra Pradesh,Eluru,NAGAM CHANDRA NAGA SIVA VARA PRASAD,Bharatiya Janata Party,976,161511,0.006,6,0
Andhra Pradesh,Eluru,VEERA RAGHAVULU GODUGUPATI,Pyramid Party of India,173,161511,0.0011,7,0
Andhra Pradesh,Eluru,SUNKARA SITARAMAIAH,Independent,161,161511,0.001,8,0
