state,constituency,candidate_name,party,num_votes,total_votes,perc_votes,rank,won
Andhra Pradesh,Kamalapuram,GANDHAM MOHAN BABU,Independent,95,158347,0.0006,11,0
Andhra Pradesh,Kamalapuram,P. NAREN RAMANJULA REDDY,Independent,101,158347,0.0006,12,0
Andhra Pradesh,Kamalapuram,NAREDDY KISHORE REDDY,Janata Dal  (Secular),84,158347,0.0005,13,0
Andhra Pradesh,Kamalapuram,SUDHAKAR REDDY SINGAM,Anna YSR Congress Party,76,158347,0.0005,14,0
Andhra Pradesh,Kamalapuram,MACHUPALLE VENKATA SUBBA REDDY,Independent,87,158347,0.0005,15,0
Andhra Pradesh,Kamalapuram,VADLAKUNTA SURYA PRAKASH,Pyramid Party of India,67,158347,0.0004,16,0
Andhra Pradesh,Jammalamadugu,Mule Sudheer Reddy,Yuvajana Sramika Rythu Congress Party,125005,203879,0.6131,1,1
Andhra Pradesh,Jammalamadugu,Rama Subba Reddy Ponnapureddy,Telugu Desam,73364,203879,0.3598,2,0
Andhra Pradesh,Jammalamadugu,NOTA,None of the Above,2260,203879,0.0111,3,0
Andhra Pradesh,Jammalamadugu,Arigela Chinnagari Vinay Kumar,Janasena Party,1038,203879,0.0051,4,0
Andhra Pradesh,Jammalamadugu,Vennapusa Sulochana,Indian National Congress,570,203879,0.0028,5,0
Andhra Pradesh,Jammalamadugu,Rotikadi Ramakrishna,Bharatiya Janata Party,536,203879,0.0026,6,0
Andhra Pradesh,Jammalamadugu,S.Sudhakar Reddy,Independent,389,203879,0.0019,7,0
Andhra Pradesh,Jammalamadugu,Sudheer Reddy Maram Reddy,Praja Shanthi Party,120,203879,0.0006,8,0
Andhra Pradesh,Jammalamadugu,Venkata Krishnareddy Lakkireddy,Independent,131,203879,0.0006,9,0
Andhra Pradesh,Jammalamadugu,Naga Subba Reddy Vela,Independent,85,203879,0.0004,10,0
Andhra Pradesh,Jammalamadugu,Pogaku Hanumantha Reddy,Pyramid Party of India,62,203879,0.0003,11,0
Andhra Pradesh,Jammalamadugu,Poreddy Maheswara Reddy,Samajwadi Forward Bloc,71,203879,0.0003,12,0
Andhra Pradesh,Jammalamadugu,Vongala Nagendrudu,B. C. United Front,56,203879,0.0003,13,0
Andhra Pradesh,Jammalamadugu,Anna Vijaya Shekar,Anna YSR Congress Party,67,203879,0.0003,14,0
Andhra Pradesh,Jammalamadugu,Vempalaku Ramanjaneyulu,Rashtriya Janata Dal,54,203879,0.0003,15,0
Andhra Pradesh,Jammalamadugu,Abdul Khadhar Shaik,Independent,71,203879,0.0003,16,0
Andhra Pradesh,Proddatur,Rachamallu Siva Prasad Reddy,Yuvajana Sramika Rythu Congress Party,107941,182293,0.5921,1,1
Andhra Pradesh,Proddatur,Mallela Linga Reddy,Telugu Desam,64793,182293,0.3554,2,0
Andhra Pradesh,Proddatur,Gorre Srinivasulu,Indian National Congress,2454,182293,0.0135,3,0
Andhra Pradesh,Proddatur,Enja Soma Sekhar Reddy,Janasena Party,2446,182293,0.0134,4,0
Andhra Pradesh,Proddatur,Kovvuru Bala Chandra Reddy,Bharatiya Janata Party,2210,182293,0.0121,5,0
Andhra Pradesh,Proddatur,NOTA,None of the Above,1523,182293,0.0084,6,0
Andhra Pradesh,Proddatur,P. Munireddy Bangaru,B. C. United Front,178,182293,0.001,7,0
Andhra Pradesh,Proddatur,Dwarshala Gopinath Reddy,Independent,170,182293,0.0009,8,0
Andhra Pradesh,Proddatur,Palagiri Uma Sankar Reddy,Pyramid Party of India,153,182293,0.0008,9,0
Andhra Pradesh,Proddatur,Kanala Samel,Independent,136,182293,0.0007,10,0
Andhra Pradesh,Proddatur,Chinthala Shoban Babu,Independent,122,182293,0.0007,11,0
Andhra Pradesh,Proddatur,P Gurappa,Ambedkar National Congress,88,182293,0.0005,12,0
Andhra Pradesh,Proddatur,S. Hajivalli,Anna YSR Congress Party,79,182293,0.0004,13,0
Andhra Pradesh,Mydukur,Raghurami Reddy Settipally,Yuvajana Sramika Rythu Congress Party,94849,169289,0.5603,1,1
Andhra Pradesh,Mydukur,Sudhakar Yadav Putta,Telugu Desam,65505,169289,0.3869,2,0
Andhra Pradesh,Mydukur,Kotaiahgari Mallikharjuna Murthy,Indian National Congress,3617,169289,0.0214,3,0
Andhra Pradesh,Mydukur,Panditi Malhotra,Janasena Party,1824,169289,0.0108,4,0
Andhra Pradesh,Mydukur,NOTA,None of the Above,1613,169289,0.0095,5,0
Andhra Pradesh,Mydukur,B P Venkata Pratap Reddy,Bharatiya Janata Party,986,169289,0.0058,6,0
Andhra Pradesh,Mydukur,Tupakula Gangadhar Reddy,Independent,264,169289,0.0016,7,0
Andhra Pradesh,Mydukur,P Balaiah Yadav,Independent,239,169289,0.0014,8,0
Andhra Pradesh,Mydukur,Iragamreddy Priyadarshini Reddy,Independent,116,169289,0.0007,9,0
Andhra Pradesh,Mydukur,Sankaraiah Putta,Independent,109,169289,0.0006,10,0
Andhra Pradesh,Mydukur,Rajarami Reddy Sriyapureddy,Anna YSR Congress Party,85,169289,0.0005,11,0
Andhra Pradesh,Mydukur,Devagudi Sreenivasulu,Pyramid Party of India,82,169289,0.0005,12,0
Andhra Pradesh,Allagadda,Gangula Brijendra Reddy (Nani),Yuvajana Sramika Rythu Congress Party,105905,185693,0.5703,1,1
Andhra Pradesh,Allagadda,Akhila Priya Bhuma,Telugu Desam,70292,185693,0.3785,2,0
Andhra Pradesh,Allagadda,Chakali Pullaiah,Indian National Congress,2626,185693,0.0141,3,0
Andhra Pradesh,Allagadda,Sulam. Ramakrishnudu (R.K),Janasena Party,2075,185693,0.0112,4,0
Andhra Pradesh,Allagadda,NOTA,None of the Above,1683,185693,0.0091,5,0
Andhra Pradesh,Allagadda,Varikuti. Hannamma,Independent,779,185693,0.0042,6,0
Andhra Pradesh,Allagadda,"Boreddy Lakshmi Reddy, Advocate",Bharatiya Janata Party,735,185693,0.004,7,0
Andhra Pradesh,Allagadda,C. Raghunadha Reddy,Independent,273,185693,0.0015,8,0
Andhra Pradesh,Allagadda,Dr.Yarranagu Prasad,Independent,266,185693,0.0014,9,0
Andhra Pradesh,Allagadda,Boreddy Raja Sekhar Reddy,Independent,177,185693,0.001,10,0
Andhra Pradesh,Allagadda,Gopireddy. Pullareddy,Independent,174,185693,0.0009,11,0
Andhra Pradesh,Allagadda,Annem. Naga Prathap Reddy,Independent,146,185693,0.0008,12,0
Andhra Pradesh,Allagadda,Kamatham Subbaareddy,Independent,141,185693,0.0008,13,0
Andhra Pradesh,Allagadda,Kunduru Rami Reddy,Independent,149,185693,0.0008,14,0
Andhra Pradesh,Allagadda,Gangula Prathap,Independent,145,185693,0.0008,15,0
Andhra Pradesh,Allagadda,Yeddula Venkateswarlu,Independent,127,185693,0.0007,16,0
Andhra Pradesh,Srisailam,SILPA CHAKRAPANI REDDY,Yuvajana Sramika Rythu Congress Party,92236,152679,0.6041,1,1
Andhra Pradesh,Srisailam,BUDDA RAJASEKHARA REDDY,Telugu Desam,53538,152679,0.3507,2,0
Andhra Pradesh,Srisailam,SANNAPUREDDY SUJALA,Janasena Party,1982,152679,0.013,3,0
Andhra Pradesh,Srisailam,NOTA,None of the Above,1471,152679,0.0096,4,0
Andhra Pradesh,Srisailam,NAYAB SYED THASLIMA,Indian National Congress,1190,152679,0.0078,5,0
Andhra Pradesh,Srisailam,BUDDA SRIKANTH REDDY,Bharatiya Janata Party,1184,152679,0.0078,6,0
Andhra Pradesh,Srisailam,ABDUL HAKEEM,Indian Union Muslim League,357,152679,0.0023,7,0
Andhra Pradesh,Srisailam,NARLA VENKATA RAGHAVA REDDY,Independent,186,152679,0.0012,8,0
Andhra Pradesh,Srisailam,Y LOKESWARA REDDY,Independent,185,152679,0.0012,9,0
Andhra Pradesh,Srisailam,S MEER HUSSAIN,Independent,142,152679,0.0009,10,0
Andhra Pradesh,Srisailam,TALARI VENKATESWARLU,Pyramid Party of India,115,152679,0.0008,11,0
Andhra Pradesh,Srisailam,CH P MALLESWARUDU,Rashtriya Praja Congress  (Secular),93,152679,0.0006,12,0
Andhra Pradesh,Nandikotkur,THOGURU ARTHUR,Yuvajana Sramika Rythu Congress Party,102565,172529,0.5945,1,1
Andhra Pradesh,Nandikotkur,BANDI JAYARAJU,Telugu Desam,61955,172529,0.3591,2,0
Andhra Pradesh,Nandikotkur,ANNAPUREDDY BALA VENKAT,Janasena Party,3313,172529,0.0192,3,0
Andhra Pradesh,Nandikotkur,NOTA,None of the Above,1842,172529,0.0107,4,0
Andhra Pradesh,Nandikotkur,ASHOKARATHNAM.C,Indian National Congress,1668,172529,0.0097,5,0
Andhra Pradesh,Nandikotkur,K.V.RAMANA,Independent,405,172529,0.0023,6,0
Andhra Pradesh,Nandikotkur,PALLE. NAGARAJU,India Praja Bandhu Party,311,172529,0.0018,7,0
Andhra Pradesh,Nandikotkur,SAGiNELA VENKATESWARLU,Independent,285,172529,0.0017,8,0
Andhra Pradesh,Nandikotkur,MURTHATI.RAJU,Independent,185,172529,0.0011,9,0
Andhra Pradesh,Kurnool,Abdul Hafeez Khan,Yuvajana Sramika Rythu Congress Party,72819,152659,0.477,1,1
Andhra Pradesh,Kurnool,T.G. Bharath,Telugu Desam,67466,152659,0.4419,2,0
Andhra Pradesh,Kurnool,Teetla Shadrack,Communist Party of India  (Marxist),3771,152659,0.0247,3,0
Andhra Pradesh,Kurnool,M. John Wilson,Indian National Congress,3388,152659,0.0222,4,0
Andhra Pradesh,Kurnool,Venkata Subba Reddy. B,Bharatiya Janata Party,1954,152659,0.0128,5,0
Andhra Pradesh,Kurnool,NOTA,None of the Above,700,152659,0.0046,6,0
Andhra Pradesh,Kurnool,K. Chandrakanth,Independent,349,152659,0.0023,7,0
Andhra Pradesh,Kurnool,Abdul Sattar (A.S.R),B. C. United Front,230,152659,0.0015,8,0
Andhra Pradesh,Kurnool,S.A. Gaffoor,Independent,228,152659,0.0015,9,0
Andhra Pradesh,Kurnool,Jangam Bharath Kumar,Independent,216,152659,0.0014,10,0
Andhra Pradesh,Kurnool,Dr. Kakarawada Chinna Venkata Swamy,Praja Shanthi Party,187,152659,0.0012,11,0
Andhra Pradesh,Kurnool,Jalli. Venkatesh. Valmiki,Independent,179,152659,0.0012,12,0
Andhra Pradesh,Kurnool,Abdul Hafeez Khan. B,Anna YSR Congress Party,105,152659,0.0007,13,0
Andhra Pradesh,Kurnool,S. Chandra Sekhar,Independent,108,152659,0.0007,14,0
Andhra Pradesh,Kurnool,S. Nazeer Ahmmad,Independent,109,152659,0.0007,15,0
Andhra Pradesh,Kurnool,B. Sreenivasa Rao,Independent,101,152659,0.0007,16,0
Andhra Pradesh,Kurnool,Chakravarthi Nayakanti,Samajwadi Forward Bloc,70,152659,0.0005,17,0
Andhra Pradesh,Kurnool,Manchalla Babuji,Republican Party of India (A),80,152659,0.0005,18,0
Andhra Pradesh,Kurnool,Ismail Mohammed,Independent,80,152659,0.0005,19,0
Andhra Pradesh,Kurnool,S.A.N. GANI,Independent,70,152659,0.0005,20,0
Andhra Pradesh,Kurnool,K.A. VIJAYA SARATHI,Independent,71,152659,0.0005,21,0
Andhra Pradesh,Kurnool,Gorantla Ramanjaneyulu,Rayalaseema Rashtra Samithi,54,152659,0.0004,22,0
Andhra Pradesh,Kurnool,Bandapalli Shiva Kumar,Republican Party of India (Khobragade),59,152659,0.0004,23,0
Andhra Pradesh,Kurnool,Paradesi. Yonathan,Indian Christian Front,50,152659,0.0003,24,0
Andhra Pradesh,Kurnool,Puli Jacob,Independent,52,152659,0.0003,25,0
Andhra Pradesh,Kurnool,Shaik Abdul Gafoor,Independent,49,152659,0.0003,26,0
Andhra Pradesh,Kurnool,Sandyapogu Raghavendra,Independent,43,152659,0.0003,27,0
Andhra Pradesh,Kurnool,V.E. Raju,Independent,37,152659,0.0002,28,0
Andhra Pradesh,Kurnool,B. Surya Prakash Reddy,Independent,34,152659,0.0002,29,0
Andhra Pradesh,Panyam,KATASANI RAMBHUPAL REDDY,Yuvajana Sramika Rythu Congress Party,122476,215690,0.5678,1,1
Andhra Pradesh,Panyam,GOWRU CHARITHA REDDY,Telugu Desam,78619,215690,0.3645,2,0
Andhra Pradesh,Panyam,CHINTHA SURESH BABU,Janasena Party,5104,215690,0.0237,3,0
Andhra Pradesh,Panyam,NOTA,None of the Above,2617,215690,0.0121,4,0
Andhra Pradesh,Panyam,MADANABOINA NAGA MADHU YADAV,Indian National Congress,2462,215690,0.0114,5,0
Andhra Pradesh,Panyam,G S NAGARAJU,Bharatiya Janata Party,1735,215690,0.008,6,0
Andhra Pradesh,Panyam,NAYAKANTI KATTUBADI JAYANNA,Independent,903,215690,0.0042,7,0
Andhra Pradesh,Panyam,KUMAR NAYAKANTI,India Praja Bandhu Party,392,215690,0.0018,8,0
Andhra Pradesh,Panyam,REDDYPOGU AYYANNA,Independent,374,215690,0.0017,9,0
Andhra Pradesh,Panyam,A GOWTHAM KRISHNA,Samajwadi Party,227,215690,0.0011,10,0
Andhra Pradesh,Panyam,SHAIK GULAM MOHIDDIN JAFURULLA,Welfare Party Of India,246,215690,0.0011,11,0
Andhra Pradesh,Panyam,KURUVA RAVIKUMAR,Independent,233,215690,0.0011,12,0
Andhra Pradesh,Panyam,SHAIK ABUBAKAR BASHA,All India Forward Bloc,162,215690,0.0008,13,0
Andhra Pradesh,Panyam,BATHULA SESHASAYANA REDDY,Anna YSR Congress Party,140,215690,0.0006,14,0
Andhra Pradesh,Nandyal,SHILPA RAVI CHANDRA KISHORE REDDY,Yuvajana Sramika Rythu Congress Party,108868,197490,0.5513,1,1
Andhra Pradesh,Nandyal,Bhuma Brahmanandha Reddy,Telugu Desam,74308,197490,0.3763,2,0
Andhra Pradesh,Nandyal,SAJJALA SREEDHAR REDDY,Janasena Party,6004,197490,0.0304,3,0
Andhra Pradesh,Nandyal,ATAULLAH KHAN,SOCIAL DEMOCRATIC PARTY OF INDIA,2975,197490,0.0151,4,0
Andhra Pradesh,Nandyal,MALIKIREDDY SIVA SANKAR REDDY,Bharatiya Janata Party,1129,197490,0.0057,5,0
Andhra Pradesh,Nandyal,Dr CHINTHALA MOHAN RAO,Indian National Congress,1114,197490,0.0056,6,0
Andhra Pradesh,Nandyal,NOTA,None of the Above,1009,197490,0.0051,7,0
Andhra Pradesh,Nandyal,YELLA SUBBARAYUDU,B. C. United Front,774,197490,0.0039,8,0
Andhra Pradesh,Nandyal,VANKIRI RAMA CHANDRUDU,Independent,351,197490,0.0018,9,0
Andhra Pradesh,Nandyal,VADURI UMAKANTH,Praja Shanthi Party,256,197490,0.0013,10,0
Andhra Pradesh,Nandyal,RAVI CHANDRA REDDY,Independent,135,197490,0.0007,11,0
Andhra Pradesh,Nandyal,RAGHAVENDRA,Samajwadi Party,124,197490,0.0006,12,0
Andhra Pradesh,Nandyal,DERENGULA CHANDRA SEKHAR,Independent,121,197490,0.0006,13,0
Andhra Pradesh,Nandyal,Peri Chinna Raju,Independent,115,197490,0.0006,14,0
Andhra Pradesh,Nandyal,Attar Mohammad Parvez,Independent,101,197490,0.0005,15,0
Andhra Pradesh,Nandyal,MANJULA SUBBARAYUDU,Independent,106,197490,0.0005,16,0
Andhra Pradesh,Banaganapalle,KATASANI RAMI REDDY,Yuvajana Sramika Rythu Congress Party,99998,195020,0.5128,1,1
Andhra Pradesh,Banaganapalle,B.C.JANARDHAN REDDY,Telugu Desam,86614,195020,0.4441,2,0
Andhra Pradesh,Banaganapalle,PUTLURU HARI PRASAD REDDY,Indian National Congress,2166,195020,0.0111,3,0
Andhra Pradesh,Banaganapalle,NOTA,None of the Above,1628,195020,0.0083,4,0
Andhra Pradesh,Banaganapalle,ARAVINDA RANI,Janasena Party,1512,195020,0.0078,5,0
Andhra Pradesh,Banaganapalle,B SURENDRANATHA REDDY,Independent,695,195020,0.0036,6,0
Andhra Pradesh,Banaganapalle,B.C.RAMANADHA REDDY,B. C. United Front,627,195020,0.0032,7,0
Andhra Pradesh,Banaganapalle,B.LINGANNA,Bharatiya Janata Party,533,195020,0.0027,8,0
Andhra Pradesh,Banaganapalle,G.SUBBARAYUDU,Independent,297,195020,0.0015,9,0
Andhra Pradesh,Banaganapalle,IDAMAKANTI NADIPI PAKKIR REDDY,Independent,214,195020,0.0011,10,0
Andhra Pradesh,Banaganapalle,DATLA SRIRAMULU YADAV,Jateeya Sama Samajam Party,140,195020,0.0007,11,0
Andhra Pradesh,Banaganapalle,BANDI BRAHMANANDA REDDY,Independent,131,195020,0.0007,12,0
Andhra Pradesh,Banaganapalle,K RAMUDU,Independent,139,195020,0.0007,13,0
Andhra Pradesh,Banaganapalle,SATYAMANNA GOPAGI,Republican Party of India,108,195020,0.0006,14,0
Andhra Pradesh,Banaganapalle,MALKIREDDY ASWARDHA REDDY,All India Forward Bloc,116,195020,0.0006,15,0
Andhra Pradesh,Banaganapalle,GOGULA SUGUNAMMA,Samajwadi Party,102,195020,0.0005,16,0
Andhra Pradesh,Dhone,Buggana Raja Reddy,Yuvajana Sramika Rythu Congress Party,100845,174495,0.5779,1,1
Andhra Pradesh,Dhone,Kambalapadu Ediga Prathap,Telugu Desam,65329,174495,0.3744,2,0
Andhra Pradesh,Dhone,K.Ramanjaneyulu,Communist Party of India,2550,174495,0.0146,3,0
Andhra Pradesh,Dhone,NOTA,None of the Above,1803,174495,0.0103,4,0
Andhra Pradesh,Dhone,Venkata Siva Reddy Gunapalle,Indian National Congress,1572,174495,0.009,5,0
Andhra Pradesh,Dhone,S V Ramana Rayal,Bharatiya Janata Party,552,174495,0.0032,6,0
Andhra Pradesh,Dhone,Sudhakar Reddy,Independent,344,174495,0.002,7,0
Andhra Pradesh,Dhone,V.Sreenivasa Reddy,Independent,243,174495,0.0014,8,0
Andhra Pradesh,Dhone,T.Maddileti Naidu,Independent,215,174495,0.0012,9,0
Andhra Pradesh,Dhone,K.Srinivasa Reddy,Independent,209,174495,0.0012,10,0
Andhra Pradesh,Dhone,Bonala Rajendra,Praja Shanthi Party,200,174495,0.0011,11,0
Andhra Pradesh,Dhone,Krishna Prasad,Independent,139,174495,0.0008,12,0
Andhra Pradesh,Dhone,Boya Hanumanthu,Independent,135,174495,0.0008,13,0
Andhra Pradesh,Dhone,K.Ramachandra Reddy,Pyramid Party of India,124,174495,0.0007,14,0
Andhra Pradesh,Dhone,Kamireddy Ranga Reddy,Independent,126,174495,0.0007,15,0
Andhra Pradesh,Dhone,I.J.Venkata Ramana,Navataram Party,109,174495,0.0006,16,0
Andhra Pradesh,Pattikonda,KANGATI SREEDEVI,Yuvajana Sramika Rythu Congress Party,100981,168788,0.5983,1,1
Andhra Pradesh,Pattikonda,K E SHYAM KUMAR,Telugu Desam,58916,168788,0.3491,2,0
Andhra Pradesh,Pattikonda,BOYA KRANTHI NAIDU,Indian National Congress,2385,168788,0.0141,3,0
Andhra Pradesh,Pattikonda,K L MURTHI,Janasena Party,2329,168788,0.0138,4,0
Andhra Pradesh,Pattikonda,NOTA,None of the Above,1956,168788,0.0116,5,0
Andhra Pradesh,Pattikonda,EEDIGA RANGA GOUD,Bharatiya Janata Party,959,168788,0.0057,6,0
Andhra Pradesh,Pattikonda,M K GEETHA KARANAM,Pyramid Party of India,427,168788,0.0025,7,0
Andhra Pradesh,Pattikonda,M KASANNA,Independent,348,168788,0.0021,8,0
Andhra Pradesh,Pattikonda,K.VIJAYA BHASKAR,Independent,282,168788,0.0017,9,0
Andhra Pradesh,Pattikonda,M RAJU,Independent,205,168788,0.0012,10,0
Andhra Pradesh,Kodumur,JARADODDI SUDHAKAR,Yuvajana Sramika Rythu Congress Party,95037,167971,0.5658,1,1
Andhra Pradesh,Kodumur,BURLA. RAMANJANEYULU,Telugu Desam,58992,167971,0.3512,2,0
Andhra Pradesh,Kodumur,AREKANTI JEEVAN RAJ,Bahujan Samaj Party,4294,167971,0.0256,3,0
Andhra Pradesh,Kodumur,DAMODARAM RADHAKRISHNA MURTHY,Indian National Congress,3616,167971,0.0215,4,0
Andhra Pradesh,Kodumur,NOTA,None of the Above,2485,167971,0.0148,5,0
Andhra Pradesh,Kodumur,MEESALA PREM KUMAR,Bharatiya Janata Party,1970,167971,0.0117,6,0
Andhra Pradesh,Kodumur,JOSHUA DANIEL,Praja Shanthi Party,620,167971,0.0037,7,0
Andhra Pradesh,Kodumur,K. CHANDRA SEKHAR,Independent,375,167971,0.0022,8,0
Andhra Pradesh,Kodumur,R. KALAVATHI,Samajwadi Party,317,167971,0.0019,9,0
Andhra Pradesh,Kodumur,P. ELISHA,Pyramid Party of India,265,167971,0.0016,10,0
Andhra Pradesh,Yemmiganur,K CHENNAKESAVA REDDY,Yuvajana Sramika Rythu Congress Party,96498,181121,0.5328,1,1
Andhra Pradesh,Yemmiganur,B JAYA NAGESWARA REDDY,Telugu Desam,70888,181121,0.3914,2,0
Andhra Pradesh,Yemmiganur,K.R. MURAHARI REDDY,Bharatiya Janata Party,3022,181121,0.0167,3,0
Andhra Pradesh,Yemmiganur,REKHA JAVVAJI,Janasena Party,2964,181121,0.0164,4,0
Andhra Pradesh,Yemmiganur,KADIMETLA LAKSHMI NARAYANA REDDY,Indian National Congress,2684,181121,0.0148,5,0
Andhra Pradesh,Yemmiganur,NOTA,None of the Above,2460,181121,0.0136,6,0
Andhra Pradesh,Yemmiganur,DEVANAKONDA MOHAMMAD YOUSUF,SOCIAL DEMOCRATIC PARTY OF INDIA,1824,181121,0.0101,7,0
Andhra Pradesh,Yemmiganur,VADDE URUKUNDU,Independent,453,181121,0.0025,8,0
Andhra Pradesh,Yemmiganur,Y J ERANNA,Independent,328,181121,0.0018,9,0
Andhra Pradesh,Mantralayam,Y. BALANAGI REDDY,Yuvajana Sramika Rythu Congress Party,86896,159345,0.5453,1,1
Andhra Pradesh,Mantralayam,PALAKURTHI THIKKA REDDY,Telugu Desam,63017,159345,0.3955,2,0
Andhra Pradesh,Mantralayam,NOTA,None of the Above,2916,159345,0.0183,3,0
Andhra Pradesh,Mantralayam,SHIVA PRAKASH REDDY A.D.,Indian National Congress,1912,159345,0.012,4,0
Andhra Pradesh,Mantralayam,JALLI MADHUSUDAN,Bharatiya Janata Party,1578,159345,0.0099,5,0
Andhra Pradesh,Mantralayam,B. LAKSHMANNA,Janasena Party,1396,159345,0.0088,6,0
Andhra Pradesh,Mantralayam,G. YELLA REDDY,Independent,630,159345,0.004,7,0
Andhra Pradesh,Mantralayam,T. KESHAPPA,Independent,545,159345,0.0034,8,0
Andhra Pradesh,Mantralayam,B. EEMANTU,Pyramid Party of India,455,159345,0.0029,9,0
Andhra Pradesh,Adoni,Y. SAI PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,74109,157298,0.4711,1,1
Andhra Pradesh,Adoni,KONKA MEENAKSHI NAIDU,Telugu Desam,61790,157298,0.3928,2,0
Andhra Pradesh,Adoni,N. MALLAPPA,Janasena Party,11898,157298,0.0756,3,0
Andhra Pradesh,Adoni,KUNIGIRI NEELAKANTA,Bharatiya Janata Party,3854,157298,0.0245,4,0
Andhra Pradesh,Adoni,BOYA NEELAKANTAPPA,Indian National Congress,2151,157298,0.0137,5,0
Andhra Pradesh,Adoni,NOTA,None of the Above,1519,157298,0.0097,6,0
Andhra Pradesh,Adoni,i. RAM MOHAN GOUD,Independent,814,157298,0.0052,7,0
Andhra Pradesh,Adoni,FAIYAZ BASHA AMLIVALE,Independent,338,157298,0.0021,8,0
Andhra Pradesh,Adoni,A. NOOR AHMED,Independent,253,157298,0.0016,9,0
Andhra Pradesh,Adoni,K. NARENDRA YADAV,Independent,197,157298,0.0013,10,0
Andhra Pradesh,Adoni,M.D. FAROOQ HUSSAIN,Independent,202,157298,0.0013,11,0
Andhra Pradesh,Adoni,G.T.S. PRASAD YADAV,Independent,173,157298,0.0011,12,0
Andhra Pradesh,Alur,P Jayaram,Yuvajana Sramika Rythu Congress Party,107101,189321,0.5657,1,1
Andhra Pradesh,Alur,Kotla Sujathamma,Telugu Desam,67205,189321,0.355,2,0
Andhra Pradesh,Alur,S Venkappa,Janasena Party,3539,189321,0.0187,3,0
Andhra Pradesh,Alur,NOTA,None of the Above,2981,189321,0.0157,4,0
Andhra Pradesh,Alur,D Asha Begum,Indian National Congress,2776,189321,0.0147,5,0
Andhra Pradesh,Alur,Dumma Venkataramudu,Bharatiya Janata Party,2077,189321,0.011,6,0
Andhra Pradesh,Alur,B Jaya Ramudu,Praja Shanthi Party,1327,189321,0.007,7,0
Andhra Pradesh,Alur,Atla Babul Reddy,Independent,881,189321,0.0047,8,0
Andhra Pradesh,Alur,H T Basavana Goud,Independent,598,189321,0.0032,9,0
Andhra Pradesh,Alur,Y Jayasree,Independent,519,189321,0.0027,10,0
Andhra Pradesh,Alur,Avula Chandra Sekhar,Independent,317,189321,0.0017,11,0
Andhra Pradesh,Rayadurg,KAPU RAMACHANDRA REDDY,Yuvajana Sramika Rythu Congress Party,109043,216112,0.5046,1,1
Andhra Pradesh,Rayadurg,KALAVA SRINIVASULU,Telugu Desam,94994,216112,0.4396,2,0
Andhra Pradesh,Rayadurg,NOTA,None of the Above,3883,216112,0.018,3,0
Andhra Pradesh,Rayadurg,MANJUNATH GOWD,Janasena Party,2445,216112,0.0113,4,0
Andhra Pradesh,Rayadurg,M.B.CHINNAPPAYYA,Indian National Congress,2338,216112,0.0108,5,0
Andhra Pradesh,Rayadurg,S.RAGHAVENDRA,Independent,972,216112,0.0045,6,0
Andhra Pradesh,Rayadurg,J.VASUNDARA,Bharatiya Janata Party,824,216112,0.0038,7,0
Andhra Pradesh,Rayadurg,C.SRINIVASULU,Independent,582,216112,0.0027,8,0
Andhra Pradesh,Rayadurg,RAMCHANDRAREDDY.U,Independent,383,216112,0.0018,9,0
Andhra Pradesh,Rayadurg,YADAV SREENIVASULU,Independent,331,216112,0.0015,10,0
Andhra Pradesh,Rayadurg,M.SRINIVASULU,Pyramid Party of India,155,216112,0.0007,11,0
Andhra Pradesh,Rayadurg,KAVALI SREENIVASULU,Independent,162,216112,0.0007,12,0
Andhra Pradesh,Uravakonda,PAYYAVULA KESHAV,Telugu Desam,90209,186756,0.483,1,1
Andhra Pradesh,Uravakonda,Y.VISWESWARA REDDY,Yuvajana Sramika Rythu Congress Party,88077,186756,0.4716,2,0
Andhra Pradesh,Uravakonda,PODAPATI RAMA NAIDU,Indian National Congress,2394,186756,0.0128,3,0
Andhra Pradesh,Uravakonda,NOTA,None of the Above,1517,186756,0.0081,4,0
Andhra Pradesh,Uravakonda,Sake RaviKumar,Janasena Party,1323,186756,0.0071,5,0
Andhra Pradesh,Uravakonda,KOTHA SREENIVASULU,Bharatiya Janata Party,757,186756,0.0041,6,0
Andhra Pradesh,Uravakonda,D. RADHA,Independent,651,186756,0.0035,7,0
Andhra Pradesh,Uravakonda,S. Venkateswara,Independent,419,186756,0.0022,8,0
Andhra Pradesh,Uravakonda,D SHIVA KUMAR,Pyramid Party of India,385,186756,0.0021,9,0
Andhra Pradesh,Uravakonda,M. VISWESWARAIAH,Independent,252,186756,0.0013,10,0
Andhra Pradesh,Uravakonda,V. Keshava Narayana,Independent,211,186756,0.0011,11,0
Andhra Pradesh,Uravakonda,Viswanatha Reddy. K,Praja Shanthi Party,184,186756,0.001,12,0
Andhra Pradesh,Uravakonda,B. Rajesh,Independent,106,186756,0.0006,13,0
Andhra Pradesh,Uravakonda,KURUBA LALEPPA,Independent,91,186756,0.0005,14,0
Andhra Pradesh,Uravakonda,MOLAKA BALA RAMANJINEYULU,Independent,102,186756,0.0005,15,0
Andhra Pradesh,Uravakonda,Kummathi Hanumantha Reddy,Independent,78,186756,0.0004,16,0
Andhra Pradesh,Guntakal,Y. VENKATARAMA REDDY,Yuvajana Sramika Rythu Congress Party,106922,191057,0.5596,1,1
